koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_model_snr
FALSE POSITIVE,0,1,0,0,4.254417651,6.55436,294550.0,1.165,133.79,1360,806.64,6292,4.256,1.235,2074.5
FALSE POSITIVE,0,1,0,0,18.778162159,8.1018,416740.0,0.357,127.57,1002,238.5,6794,4.102,1.71,3788.7
FALSE POSITIVE,0,1,0,0,1.575710265,6.83787,173950.0,0.83,246.75,2630,11307.3,5017,3.35,4.293,1975.1
FALSE POSITIVE,0,1,0,0,2.534740757,4.85013,364350.0,0.51,52.52,1230,541.27,5810,4.56,0.781,675.7
FALSE POSITIVE,0,1,0,0,37.59406667,8.9943,28618.0,1.197,43.08,554,22.2,5941,4.426,0.917,485.8
FALSE POSITIVE,1,0,0,0,3.6972959,21.335,24.1,0.995,1.07,1571,1438.97,6313,4.12,1.594,23.6
FALSE POSITIVE,0,1,0,0,6.855624762,3.02199,70873.0,0.877,33.93,987,224.32,6109,4.476,0.931,1397.7
FALSE POSITIVE,0,1,0,0,80.7060641,6.8899,11852.0,0.956,15.47,428,7.96,6053,4.494,0.949,268.1
FALSE POSITIVE,0,0,1,1,2.17814513,2.321,136.0,0.78,1.22,1428,981.63,6053,4.494,0.949,13.8
FALSE POSITIVE,0,1,0,0,1.089077111,3.8834,304070.0,0.63,77.59,2045,4147.85,6126,4.285,1.176,476.6
FALSE POSITIVE,0,0,0,1,1.089057762,1.637,37.4,0.185,0.52,1404,917.78,5096,4.582,0.737,9.2
FALSE POSITIVE,0,0,1,0,0.52740121,1.561,594.0,0.243,1.59,1643,1724.34,4331,4.62,0.666,20.2
FALSE POSITIVE,1,0,1,1,0.585940879,4.6979,1943.6,1.254,26.57,1873,2897.54,5459,4.583,0.797,189.9
CANDIDATE,0,0,0,0,3.90735046,2.896,109.3,0.088,0.83,1007,243.14,5497,4.577,0.809,10.0
FALSE POSITIVE,1,0,0,0,0.646523404,3.917,25.2,0.494,0.85,3163,23676.16,7257,4.185,1.631,14.2
FALSE POSITIVE,0,1,0,0,0.626431697,2.0171,37224.0,1.145,34.05,1709,2003.98,5134,4.56,0.721,174.0
FALSE POSITIVE,0,1,0,0,2.696354974,5.39585,245990.0,0.324,80.71,1815,2560.78,6472,4.08,1.579,2717.0
CANDIDATE,0,0,0,0,377.501257,11.98,541.4,0.033,2.16,242,0.81,5751,4.508,0.94,13.9
FALSE POSITIVE,0,1,0,0,14.762889172,6.52705,79330.0,1.046,53.72,759,78.43,5691,4.354,1.031,1779.1
FALSE POSITIVE,0,0,1,1,4.5638537,13.05,71.9,0.9866,2.97,1533,1305.08,5446,3.793,2.39,16.8
FALSE POSITIVE,0,0,1,1,1.463775066,0.953,45.1,0.719,1.2,2308,6722.29,6781,4.125,1.651,12.7
FALSE POSITIVE,0,1,0,0,8.098754149,5.62354,56616.0,1.467,123.02,1176,452.03,6328,4.16,1.45,4355.5
FALSE POSITIVE,1,0,0,0,0.587938916,1.40211,7339.5,1.257,29.98,1800,2476.75,5237,4.543,0.74,563.0
FALSE POSITIVE,1,0,0,0,246.87131,10.69,433.6,0.327,2.02,302,1.97,6168,4.488,0.96,6.9
FALSE POSITIVE,0,1,0,0,1.559090282,4.95211,226980.0,0.375,129.87,2905,16893.61,7279,3.856,2.624,1315.5
FALSE POSITIVE,0,1,1,0,1.81993557,2.43,109.1,0.768,0.66,907,159.62,4205,4.668,0.578,10.1
FALSE POSITIVE,1,0,1,0,0.612888148,2.822,43.1,0.534,0.93,2796,14401.76,6720,4.276,1.368,15.9
FALSE POSITIVE,0,1,0,0,15.541358818,2.44433,10308.0,1.25,149.19,1174,448.22,5092,3.42,3.54,773.4
CANDIDATE,0,0,0,0,7.1969168,4.525,47.1,0.502,1.1,1132,388.54,5530,4.045,1.575,10.4
FALSE POSITIVE,1,0,1,0,12.8177012,3.465,75.6,0.003,1.21,999,235.16,6290,4.151,1.385,8.0
FALSE POSITIVE,0,1,0,0,2.274628199,4.52648,103970.0,0.986,104.26,2092,4536.51,6389,3.914,1.947,2047.9
FALSE POSITIVE,0,0,1,1,85.338393,8.5,633.0,0.004,11.4,741,71.36,4850,3.134,4.696,27.9
FALSE POSITIVE,0,1,0,0,5.499941793,11.3096,47751.0,0.531,59.94,1878,2942.15,7079,3.827,2.634,814.1
FALSE POSITIVE,0,1,0,0,2.629870555,6.606,101310.0,0.705,34.05,1291,659.45,5566,4.382,0.967,1026.0
CANDIDATE,0,0,0,0,0.947554749,1.097,65.4,0.058,0.67,1633,1680.03,5508,4.569,0.84,12.4
FALSE POSITIVE,1,0,0,0,6.62761199,6.15281,227140.0,0.753,82.03,1204,496.41,6316,4.231,1.333,4355.5
CANDIDATE,0,0,0,0,50.271927,6.073,574.5,0.205,2.94,589,28.51,6520,4.375,1.215,9.3
FALSE POSITIVE,0,1,0,0,28.597880332,7.71925,85952.0,0.356,74.25,1014,250.21,6590,3.787,2.474,2526.2
FALSE POSITIVE,0,1,0,0,30.476518853,10.2264,326630.0,0.6,71.42,592,28.96,5527,4.315,1.073,1347.9
FALSE POSITIVE,0,1,0,0,252.1638623,23.92,103790.0,1.149,50.74,242,0.81,5432,4.608,0.745,864.5
FALSE POSITIVE,0,1,0,0,22.271198511,4.58598,179040.0,0.775,39.79,515,16.62,5068,4.556,0.73,2141.3
FALSE POSITIVE,0,1,0,0,73.894163515,9.48995,213900.0,0.27,39.18,392,5.61,5442,4.469,0.841,3902.3
FALSE POSITIVE,0,1,0,0,1.124033822,5.5728,247560.0,0.719,98.04,2547,9953.28,7141,4.208,1.563,792.9
FALSE POSITIVE,0,1,1,0,2.796661168,3.3781,2363.8,1.276,47.68,1661,1797.72,6331,4.146,1.326,251.4
FALSE POSITIVE,0,1,0,0,15.288709179,5.00366,416740.0,0.372,54.56,509,15.84,4464,4.577,0.719,1758.7
FALSE POSITIVE,0,1,0,0,1.83592242,5.9942,30746.0,1.189,46.3,1501,1195.13,5930,4.472,0.976,1378.9
CANDIDATE,0,0,0,0,128.208643,2.745,212.2,0.811,6.15,792,93.05,7128,3.52,3.811,8.9
FALSE POSITIVE,0,0,1,0,1.516372183,1.239,93.8,0.596,1.06,1686,1911.54,6142,4.456,1.046,8.8
FALSE POSITIVE,0,1,0,0,8.784575777,5.3022,262980.0,0.5,104.57,1555,1380.83,8144,4.139,1.914,4355.5
FALSE POSITIVE,0,1,0,0,1.949700508,4.35014,38119.0,1.153,56.11,1716,2048.37,6469,4.385,1.193,2271.0
FALSE POSITIVE,0,1,0,0,9.948701373,3.2922,2749.5,1.277,29.19,704,57.93,5152,4.517,0.786,103.1
FALSE POSITIVE,0,1,0,0,3.457078812,5.24058,315520.0,0.317,86.12,1603,1560.4,6526,4.182,1.482,4355.5
FALSE POSITIVE,0,1,0,0,3.735993484,17.4877,416740.0,0.993,369.2,2063,4283.18,5467,3.432,4.055,1587.7
CANDIDATE,0,0,0,0,6.63448023,3.603,71.2,0.116,1.04,1177,453.27,6463,4.313,1.225,10.3
FALSE POSITIVE,1,0,1,1,12.4239677,16.01,162.4,0.007,0.87,606,31.93,4995,4.58,0.698,12.8
FALSE POSITIVE,0,1,0,0,0.639721284,2.69771,416740.0,0.404,46.59,1505,1220.53,4794,4.633,0.625,1012.9
FALSE POSITIVE,0,0,0,1,1.25338826,3.828,44.7,0.469,0.64,1651,1750.61,5869,4.513,0.942,14.8
CANDIDATE,0,0,0,0,1.002591901,1.247,143.2,0.312,0.87,1391,884.21,4893,4.574,0.739,11.1
FALSE POSITIVE,0,1,0,0,1.620813697,5.9968,121320.0,0.636,43.95,1733,2127.67,5757,4.209,1.177,680.4
CANDIDATE,0,0,0,0,3.37116682,4.708,71.4,0.318,0.98,1291,656.3,5653,4.288,1.163,9.8
FALSE POSITIVE,0,1,1,1,5.2434664,18.47,119.4,1.016,2.83,831,113.05,5047,4.574,0.766,10.7
FALSE POSITIVE,1,0,1,1,5.2439542,9.82,143.8,0.223,0.81,778,86.51,4920,4.636,0.691,14.2
FALSE POSITIVE,0,0,0,1,5.2441517,9.69,90.1,0.557,0.91,1056,293.68,6060,4.509,0.925,10.5
FALSE POSITIVE,0,0,1,1,5.2443332,11.268,29.9,0.775,0.58,1054,291.25,5952,4.489,0.971,13.5
FALSE POSITIVE,0,1,0,0,20.726069913,6.47393,118860.0,0.989,51.9,657,43.93,6011,4.522,0.902,1216.8
FALSE POSITIVE,1,0,0,1,0.566801447,2.352,24.1,0.615,0.57,2633,11321.32,5966,4.184,1.349,13.8
FALSE POSITIVE,1,0,0,1,0.566794934,4.399,68.9,0.974,1.15,2457,8648.94,6395,4.436,1.049,21.7
FALSE POSITIVE,1,0,1,1,0.566800287,3.487,73.9,0.648,0.88,2260,6188.18,6075,4.486,0.969,23.3
FALSE POSITIVE,1,0,0,1,0.566791946,2.77,125.7,0.982,1.54,2160,5129.25,5836,4.5,0.97,14.1
FALSE POSITIVE,1,0,1,1,0.566790294,3.641,64.0,0.393,0.89,2432,8244.38,6100,4.358,1.093,22.6
FALSE POSITIVE,0,0,1,1,0.566799725,4.097,46.7,0.33,0.77,2289,6460.25,5576,4.297,1.132,12.5
FALSE POSITIVE,1,0,0,1,0.566801325,4.176,92.1,0.77,1.07,2383,7585.82,6273,4.454,1.021,26.4
FALSE POSITIVE,0,1,0,0,14.854415674,5.13753,77410.0,0.57,29.77,798,95.83,6214,4.444,1.022,2822.1
FALSE POSITIVE,0,1,0,0,38.47674409,5.10744,173170.0,0.458,33.8,463,10.85,5294,4.507,0.79,3487.8
FALSE POSITIVE,1,0,0,0,10.643110689,30.64,316.3,1.179,31.72,1038,274.67,5930,4.084,1.473,153.7
FALSE POSITIVE,0,1,0,0,1.587485742,7.7489,246570.0,0.259,41.52,1460,1070.86,5863,4.566,0.821,996.8
CANDIDATE,0,0,0,0,6.613671,4.211,32.8,0.096,0.91,1266,607.33,6056,4.071,1.597,10.2
FALSE POSITIVE,1,0,0,0,1.79621807,10.16,47.0,0.72,1.54,2480,8937.14,7117,3.988,2.09,42.0
FALSE POSITIVE,1,0,0,0,20.2594232,19.27,82.6,0.707,1.23,837,116.05,6602,4.301,1.269,23.7
CANDIDATE,0,0,0,0,1.48062814,2.898,62.5,0.479,0.76,1653,1770.63,6187,4.499,0.937,10.3
FALSE POSITIVE,0,1,0,0,1.489442254,5.51392,416740.0,0.455,115.45,2328,6938.66,6962,4.148,1.62,2309.2
FALSE POSITIVE,1,0,1,0,1.12679793,12.079,227.2,1.215,21.07,1590,1514.63,5662,4.56,0.84,21.1
FALSE POSITIVE,0,1,0,0,0.998217563,3.90851,87567.0,1.003,88.64,2795,14421.97,6980,4.06,1.755,3979.1
CANDIDATE,0,0,0,0,2.68814059,1.12,145.2,0.532,0.92,1135,392.64,5636,4.613,0.734,9.1
FALSE POSITIVE,1,0,1,0,0.58640848,2.616,61.3,0.352,0.52,1444,1029.91,4556,4.676,0.615,23.6
FALSE POSITIVE,0,1,0,0,33.46947449,11.8874,164610.0,0.315,127.38,972,211.38,5934,3.581,3.075,1255.2
FALSE POSITIVE,0,1,0,0,1.827558898,4.72808,314680.0,0.093,118.28,2178,5331.71,5977,3.854,2.077,920.8
FALSE POSITIVE,1,0,0,0,62.519211,2.523,277.6,0.081,1.9,520,17.29,6343,4.411,1.137,6.7
CANDIDATE,0,0,0,0,97.991569,4.665,126.8,0.711,1.41,467,11.21,6499,4.378,1.169,9.0
FALSE POSITIVE,1,0,1,0,349.85525,5.42,842.0,0.485,2.63,251,0.94,5941,4.533,0.885,7.9
FALSE POSITIVE,0,1,0,0,2.488812012,5.94523,131000.0,0.931,83.26,1852,2776.19,6499,4.084,1.497,3290.5
FALSE POSITIVE,1,0,1,0,0.52740121,0.7948,99.0,0.021,1.09,2360,7376.27,6240,4.502,0.929,7.8
FALSE POSITIVE,1,0,0,0,542.52829,11.06,75.2,0.3252,1.07,266,1.19,6099,4.204,1.212,11.2
CANDIDATE,0,0,0,0,1.057080807,1.82,60.6,0.966,0.97,1805,2518.85,6000,4.487,0.946,11.3
FALSE POSITIVE,0,1,0,0,11.567974732,5.96595,416030.0,0.458,45.65,628,36.66,5290,4.669,0.648,2341.5
FALSE POSITIVE,0,1,0,0,21.294733865,7.60143,123180.0,0.957,71.55,771,83.71,6039,4.242,1.278,2674.6
CANDIDATE,0,0,0,0,317.062416,7.438,442.9,0.673,1.59,218,0.54,5366,4.625,0.715,9.8
CANDIDATE,0,0,0,0,13.4959496,2.085,253.6,0.2136,1.62,784,89.25,5962,4.464,1.019,7.3
FALSE POSITIVE,0,1,0,0,0.855763492,3.64361,131660.0,0.917,72.82,2464,8674.28,6679,4.286,1.326,598.4
FALSE POSITIVE,0,1,0,0,2.045166206,6.84312,263640.0,0.661,131.41,2422,8125.86,7128,3.95,2.135,1488.6
FALSE POSITIVE,1,0,0,0,2.41349123,11.29,57.0,0.728,2.11,2348,7197.15,6628,3.783,2.595,38.1
FALSE POSITIVE,0,0,1,0,0.52740121,0.7948,58.3,0.317,1.42,3141,23149.06,5927,3.988,1.607,28.4
CANDIDATE,0,0,0,0,43.2675604,8.331,69.1,0.818,1.61,664,45.99,5747,4.018,1.729,10.0
FALSE POSITIVE,0,1,1,1,1.23133063,3.7,78.9,0.051,0.54,1072,311.53,4237,4.63,0.631,17.6
FALSE POSITIVE,1,0,1,1,0.61566096,2.669,24.1,0.161,0.84,3459,33790.36,6619,3.89,2.23,8.5
FALSE POSITIVE,1,0,1,1,1.23140522,3.338,51.3,0.412,0.81,1756,2252.47,5600,4.32,1.118,10.8
CANDIDATE,0,0,0,0,11.3251153,2.126,297.2,0.352,1.26,674,48.78,5334,4.574,0.727,7.0
FALSE POSITIVE,0,0,0,1,31.9714488,8.52,42.9,0.34,0.87,674,48.92,5846,4.169,1.323,9.2
FALSE POSITIVE,0,1,0,0,9.762550001,4.87531,41580.0,1.006,68.93,1375,843.46,7199,4.055,1.95,827.0
CANDIDATE,0,0,0,0,16.9163386,2.521,64.2,0.6327,0.68,648,41.74,5628,4.513,0.81,6.3
CANDIDATE,0,0,0,0,37.0200232,1.421,581.0,0.308,2.14,507,15.66,5685,4.537,0.886,6.6
FALSE POSITIVE,0,0,0,1,2.521265,2.69,36.5,0.463,1.16,2049,4175.66,6306,3.828,1.874,5.9
FALSE POSITIVE,0,1,0,0,5.674353343,4.17722,36484.0,1.167,51.63,1053,290.75,5594,4.303,1.071,1098.3
FALSE POSITIVE,0,1,0,0,0.734426335,2.7415,99056.0,0.971,51.42,2106,4660.36,6108,4.471,0.997,429.7
FALSE POSITIVE,0,0,1,1,0.734426409,1.569,94.1,0.039,0.98,2223,5800.4,6406,4.458,1.005,10.4
CANDIDATE,0,0,0,0,0.565713361,0.954,86.4,0.23,0.81,1917,3197.67,5220,4.48,0.881,11.6
FALSE POSITIVE,0,1,0,0,13.782522208,8.27762,248940.0,0.718,41.84,605,31.69,5246,4.604,0.668,1524.1
FALSE POSITIVE,0,0,1,1,1.89121656,5.14,66.8,0.404,0.73,1434,997.34,5741,4.438,0.884,10.7
FALSE POSITIVE,0,1,0,0,3.693702974,3.37146,25208.0,1.19,62.55,1453,1054.1,6309,4.265,1.396,568.7
FALSE POSITIVE,0,1,0,0,10.265613245,5.67553,150460.0,0.667,61.45,1000,236.6,5865,4.169,1.423,4355.5
FALSE POSITIVE,0,1,0,0,2.163569702,7.60963,54518.0,1.116,85.64,1996,3760.06,6425,4.04,1.718,1513.2
FALSE POSITIVE,0,1,1,1,0.730956716,2.097,27.8,0.129,0.57,2192,5431.8,6028,4.371,1.078,11.2
FALSE POSITIVE,0,0,1,1,7.04715073,1.434,282.5,0.272,1.54,932,178.49,5941,4.519,0.911,9.8
FALSE POSITIVE,0,1,0,0,7.047106212,3.16223,69626.0,1.077,119.64,1846,2744.25,8144,3.973,2.321,548.5
FALSE POSITIVE,1,0,0,0,0.961292561,4.64294,325530.0,0.579,92.55,2344,7160.97,6300,4.188,1.404,1703.0
FALSE POSITIVE,0,1,0,0,63.68192888,12.6047,341720.0,0.583,71.45,486,13.15,5979,4.386,1.054,963.5
FALSE POSITIVE,0,1,0,0,9.455586047,8.42272,115170.0,0.791,178.47,1972,3576.17,7221,3.488,4.24,1876.9
FALSE POSITIVE,0,1,0,0,1.246585716,4.62051,406770.0,0.427,81.28,1992,3709.26,6440,4.369,1.183,2165.3
FALSE POSITIVE,0,1,0,1,0.898932836,2.437,61.1,0.565,1.51,2489,9056.7,5712,3.959,1.872,22.3
FALSE POSITIVE,0,0,1,1,3.45423296,2.965,149.8,0.893,0.95,743,71.74,4186,4.662,0.635,10.2
FALSE POSITIVE,0,1,0,0,7.304451735,4.09326,143630.0,1.013,59.02,931,177.19,6024,4.523,0.9,2096.8
FALSE POSITIVE,0,1,0,0,1.181046137,2.6923,52609.0,1.165,37.78,1389,878.27,5229,4.58,0.692,324.4
FALSE POSITIVE,0,1,0,0,2.025580416,4.48448,44998.0,0.434,43.23,2102,4618.62,6348,3.996,1.99,987.8
FALSE POSITIVE,0,0,1,0,58.64379,24.44,182.1,0.226,1.05,437,8.59,5833,4.537,0.775,12.0
FALSE POSITIVE,0,1,0,0,20.28281916,30.64,2797.5,0.719,22.46,1141,401.55,5043,3.284,3.956,306.7
FALSE POSITIVE,0,1,0,0,4.931365987,14.7088,255950.0,0.686,139.59,1755,2239.55,6562,3.835,2.263,772.7
FALSE POSITIVE,0,1,0,0,4.331392455,3.7278,200400.0,0.306,38.82,1051,288.51,5655,4.472,0.854,1234.3
FALSE POSITIVE,0,1,0,0,345.1846728,6.5468,29989.0,1.179,44.91,257,1.03,5712,4.424,0.971,687.5
FALSE POSITIVE,0,1,0,0,9.58405667,6.82752,119630.0,0.798,99.66,1212,510.85,5605,3.813,2.275,2595.9
FALSE POSITIVE,0,0,1,0,5.2436612,11.39,88.3,0.436,1.1,1249,574.76,6598,4.387,1.145,14.5
FALSE POSITIVE,0,1,0,1,3.7789374,10.767,56.0,0.6778,0.52,860,129.06,5017,4.653,0.605,15.1
FALSE POSITIVE,0,1,0,0,1.88984957,19.45,249670.0,1.182,73.04,1221,526.5,5328,4.571,0.716,401.5
FALSE POSITIVE,1,0,1,0,2.49904083,2.651,128.2,0.01,1.04,1258,592.18,5525,4.458,0.93,8.1
FALSE POSITIVE,0,0,0,1,1.99567242,3.58,24.1,0.564,0.75,2137,4939.44,6773,4.063,1.69,14.2
FALSE POSITIVE,1,0,0,0,0.89879279,1.031,26.6,0.249,0.57,2116,4765.1,6224,4.373,1.096,5.7
FALSE POSITIVE,0,1,0,0,16.434352831,5.15682,45700.0,0.572,25.25,789,91.8,5963,4.322,1.134,2171.4
FALSE POSITIVE,0,1,1,1,0.566793818,4.929,100.3,0.985,1.17,2027,3972.65,5707,4.538,0.828,18.3
FALSE POSITIVE,0,0,0,1,0.566797474,2.708,98.8,0.575,1.04,2270,6276.39,6046,4.478,1.007,12.3
FALSE POSITIVE,0,1,1,0,1.585673651,3.20763,44116.0,1.148,50.53,1648,1740.78,6117,4.457,1.025,717.5
FALSE POSITIVE,0,1,0,0,14.797219157,7.61037,252700.0,0.157,47.71,787,90.8,6343,4.495,0.931,4355.5
FALSE POSITIVE,0,1,0,0,6.49066214,3.47128,195090.0,0.798,33.46,621,35.28,4448,4.684,0.563,1680.0
FALSE POSITIVE,0,1,0,0,7.11879848,4.11282,107660.0,0.983,41.17,819,106.52,5578,4.601,0.754,1483.2
FALSE POSITIVE,0,0,1,0,6.99510404,1.7556,71.8,0.77,216.92,4106,67267.85,3681,2.52,13.056,6.3
FALSE POSITIVE,0,1,0,0,2.897829967,3.17788,163090.0,0.756,54.35,1454,1054.79,6318,4.366,1.077,1305.8
CANDIDATE,0,0,0,0,4.88698386,1.127,125.4,0.661,1.2,1133,389.31,6152,4.464,1.009,10.1
FALSE POSITIVE,0,1,0,0,0.706428634,1.75182,372130.0,0.393,47.64,1416,951.77,4429,4.569,0.736,1066.7
FALSE POSITIVE,0,1,0,0,10.8632531,30.64,188.2,1.187,19.93,802,98.04,5896,4.516,0.914,25.4
FALSE POSITIVE,0,1,0,0,1.46842648,6.6666,151000.0,0.633,40.3,1559,1402.93,5539,4.381,0.959,622.8
FALSE POSITIVE,0,1,0,0,4.305917719,5.61993,361390.0,0.549,71.49,1266,607.76,6502,4.44,1.037,4355.5
CANDIDATE,0,0,0,0,8.47484677,2.067,217.8,0.872,1.35,780,87.55,5564,4.587,0.785,9.7
FALSE POSITIVE,0,1,1,1,2.535389624,2.902,418.1,1.189,16.24,1113,362.73,5488,4.629,0.706,27.3
FALSE POSITIVE,1,0,0,0,1.627538928,5.583,39.0,0.769,1.42,2520,9504.13,6854,3.934,2.088,29.9
FALSE POSITIVE,0,1,0,0,1.506503686,5.02151,416740.0,0.401,178.15,3250,26341.29,8144,4.026,2.352,3289.1
FALSE POSITIVE,0,1,0,0,1.679585725,7.34648,101790.0,0.97,28.99,970,209.45,4462,4.7,0.554,1884.3
FALSE POSITIVE,0,1,0,0,5.40346248,7.6494,261350.0,0.521,108.46,1559,1398.38,6350,3.921,1.984,2851.3
CANDIDATE,0,0,0,0,34.0357766,3.849,386.6,0.6983,1.05,337,3.06,4367,4.739,0.501,9.6
FALSE POSITIVE,0,1,0,0,0.824851807,1.93637,30099.0,1.185,78.0,2539,9801.46,5658,3.903,1.654,642.2
FALSE POSITIVE,0,1,1,1,0.82484293,1.383,618.6,0.03,97.92,4106,67267.85,4148,2.52,13.056,10.0
FALSE POSITIVE,0,1,1,1,4.4473549,18.99,203.6,0.98,1.52,954,195.56,5531,4.597,0.764,25.9
FALSE POSITIVE,0,0,1,1,7.51509713,2.62,187.1,0.934,1.23,685,51.99,4867,4.63,0.696,10.1
FALSE POSITIVE,0,1,0,0,7.51514595,3.54486,117460.0,0.84,35.8,842,118.99,5624,4.516,0.777,1676.8
FALSE POSITIVE,0,1,0,0,19.230038188,7.04412,266180.0,0.694,186.53,1361,810.65,7703,3.844,2.916,4355.5
FALSE POSITIVE,0,1,0,0,21.120005744,2.05573,13054.0,0.986,31.2,880,141.75,6195,4.069,1.598,443.9
FALSE POSITIVE,1,0,0,0,0.82206761,3.8281,26190.0,1.216,91.21,2941,17747.85,6531,3.962,1.921,486.3
CANDIDATE,0,0,0,0,4.74701479,2.464,3622.0,1.7826,369.2,1640,1708.72,6531,3.962,1.921,10.1
CANDIDATE,0,0,0,0,1.96682825,1.645,214.3,0.415,1.18,1283,638.54,5595,4.581,0.796,9.5
FALSE POSITIVE,0,1,0,0,45.035589512,9.8341,404840.0,0.499,82.4,600,30.66,6484,4.386,1.153,1763.5
CANDIDATE,0,0,0,0,4.237447181,0.7948,350.1,0.187,2.26,1172,446.38,5993,4.425,0.993,11.1
CANDIDATE,0,0,0,0,4.0953585,30.64,226.8,1.0194,7.76,1680,1884.15,6839,4.094,1.7,60.2
CANDIDATE,0,0,0,0,0.92623983,1.267,411.4,0.058,1.16,1208,504.34,4494,4.692,0.591,9.1
FALSE POSITIVE,1,0,0,0,3.10197712,7.083,124.6,0.984,2.64,2246,6009.05,8144,4.232,1.797,63.3
FALSE POSITIVE,0,1,0,0,2.618414643,4.99923,200860.0,0.356,109.33,2582,10502.8,8143,3.96,2.361,3260.0
FALSE POSITIVE,0,0,1,1,2.61844178,3.203,45.1,0.182,2.16,2033,4044.74,5088,3.502,3.293,12.7
FALSE POSITIVE,0,1,0,0,19.407958161,6.09676,142060.0,0.905,44.96,633,37.92,5702,4.485,0.799,2506.6
FALSE POSITIVE,1,0,0,1,0.933747375,5.974,198.9,1.063,8.93,2003,3820.18,6224,4.454,1.024,35.9
FALSE POSITIVE,0,1,0,0,37.910213899,3.11152,103470.0,0.963,29.45,358,3.89,4623,4.686,0.56,1065.9
FALSE POSITIVE,0,0,1,1,3.74785307,3.444,145.9,0.217,9.04,2440,8389.62,4929,3.001,7.7,17.0
FALSE POSITIVE,0,1,0,0,3.747835042,5.28519,188920.0,0.547,141.7,2697,12482.82,8144,3.769,3.065,4355.5
FALSE POSITIVE,0,1,0,0,0.94754848,1.7347,11348.0,1.7826,224.79,622,35.37,3638,4.813,0.443,44.7
FALSE POSITIVE,0,0,1,1,1.75643185,2.397,51.6,0.115,0.58,1366,821.36,5696,4.57,0.812,9.6
FALSE POSITIVE,0,1,0,0,1.756466865,4.7781,188220.0,0.824,87.4,1831,2652.65,5726,4.077,1.465,541.9
FALSE POSITIVE,0,1,0,0,33.159475806,9.01353,222170.0,0.768,146.47,1068,307.53,7967,4.001,2.379,3733.6
FALSE POSITIVE,0,1,0,0,46.14869106,19.092,349630.0,0.003,114.2,647,41.46,5383,3.908,1.935,1021.3
FALSE POSITIVE,0,1,0,0,60.2976774,14.2561,315890.0,0.596,63.57,481,12.63,5995,4.434,0.977,1215.8
CANDIDATE,0,0,0,0,0.875197345,0.7948,24.1,1.004,0.73,2518,9497.39,5855,3.999,1.796,5.0
CANDIDATE,0,0,0,0,13.2298203,3.566,157.8,0.435,1.5,856,126.84,6049,4.353,1.176,10.0
CANDIDATE,0,0,0,0,3.71840884,3.611,77.2,0.192,0.84,1184,464.19,5982,4.493,0.96,9.6
FALSE POSITIVE,0,1,0,0,1.703347524,3.3039,416740.0,0.223,47.62,1202,495.27,5325,4.657,0.648,1288.0
FALSE POSITIVE,0,0,1,1,1.70332915,1.663,98.5,0.307,0.86,1420,965.03,5749,4.547,0.864,8.9
FALSE POSITIVE,0,0,1,0,20.413812,5.806,496.4,1.158,16.5,586,27.84,5514,4.569,0.826,11.6
CANDIDATE,0,0,0,0,5.32737192,2.226,107.7,0.3554,0.7,782,88.33,4905,4.593,0.679,6.8
FALSE POSITIVE,0,1,0,0,67.41958542,7.645,182170.0,0.72,49.46,470,11.48,6071,4.425,0.962,836.0
FALSE POSITIVE,1,0,0,0,7.363572395,5.7545,129700.0,0.922,82.22,1287,649.25,6793,4.208,1.508,224.9
CANDIDATE,0,0,0,0,5.90260586,1.832,337.7,0.1049,1.26,759,78.58,4960,4.627,0.707,8.2
FALSE POSITIVE,0,1,0,0,33.693201537,7.44219,416740.0,0.379,68.86,518,17.07,5427,4.448,0.899,1618.4
CANDIDATE,0,0,0,0,22.80265,19.34,53.1,0.1018,2.36,1045,281.59,5011,3.321,3.324,11.8
FALSE POSITIVE,0,1,0,0,1.120997701,11.243,145.6,1.114,66.58,3992,60096.61,6720,3.373,4.845,58.1
FALSE POSITIVE,0,1,0,0,1.874967748,10.0159,31526.0,0.817,369.2,4106,67267.85,4588,2.52,13.056,1566.6
CANDIDATE,0,0,0,0,29.9315174,2.53,353.0,0.5986,1.58,517,16.9,5551,4.57,0.809,5.6
CANDIDATE,0,0,0,0,0.602277579,2.38,34.6,0.7502,0.78,2699,12545.82,6510,4.256,1.228,26.7
FALSE POSITIVE,0,0,1,1,2.40440112,5.49,27.1,0.669,0.52,1172,447.52,5433,4.55,0.769,16.7
FALSE POSITIVE,0,0,1,1,21.926779,10.05,198.6,0.542,1.26,618,34.52,5853,4.544,0.868,10.5
FALSE POSITIVE,0,1,0,0,25.706001174,10.969,416740.0,0.43,67.11,579,26.55,5642,4.498,0.903,2008.1
CANDIDATE,0,0,0,0,27.2173855,3.268,155.9,0.6516,1.34,667,46.8,6263,4.404,1.019,6.7
FALSE POSITIVE,1,0,0,0,501.90703,12.43,306.9,0.0805,1.83,254,0.99,6316,4.413,1.036,10.3
CANDIDATE,0,0,0,0,6.27651592,1.973,166.0,0.172,0.65,532,18.89,3914,4.748,0.515,8.9
FALSE POSITIVE,0,1,0,0,3.115304946,4.88748,149520.0,0.89,61.66,1404,918.39,6367,4.419,1.087,1398.8
