koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_model_snr
FALSE POSITIVE,0,0,1,0,1.008917105,1.4577,338.5,0.545,1.51,1636,1698.88,5708,4.578,0.795,34.2
CONFIRMED,0,0,0,0,13.75207851,2.8831,1215.6,0.836,2.81,556,22.57,4802,4.616,0.699,36.8
CONFIRMED,0,0,0,0,6.33855946,3.4617,721.7,0.907,3.31,1034,270.47,6108,4.466,1.03,57.4
CANDIDATE,0,0,0,0,11.30507984,3.989,278.4,0.195,1.4,744,72.67,5705,4.556,0.844,19.5
CONFIRMED,0,0,0,0,4.59489816,3.1381,109.7,0.953,1.85,1319,716.65,6056,4.217,1.381,27.7
CONFIRMED,0,0,0,0,32.2964275,4.561,472.2,0.207,1.9,503,15.14,5246,4.47,0.891,17.9
CONFIRMED,0,0,0,0,2.97041801,2.2369,530.7,0.379,1.7,991,228.11,5068,4.608,0.743,22.4
CANDIDATE,0,0,0,0,9.9824036,1.09,83.9,0.8093,1.17,966,205.65,6273,4.364,1.139,5.4
CANDIDATE,0,0,0,0,12.681733929,1.6866,5879.1,0.929,7.25,601,30.84,4976,4.577,0.701,102.8
FALSE POSITIVE,0,1,0,0,6.814984472,3.05409,23915.0,0.793,14.18,836,115.58,5465,4.566,0.817,742.2
FALSE POSITIVE,0,1,1,1,63.9354965,13.321,1250.6,1.2,369.2,2590,10631.01,3638,2.52,13.056,57.6
CANDIDATE,0,0,0,0,83.09708021,9.2639,15860.0,0.993,13.83,329,2.78,5286,4.627,0.636,277.2
CONFIRMED,0,0,0,0,7.891448838,4.2854,10345.0,0.306,12.63,1028,263.54,5972,4.313,1.237,1955.1
CANDIDATE,0,0,0,0,0.839961456,1.3008,492.9,0.548,1.63,1455,1066.37,4932,4.618,0.718,35.1
CONFIRMED,0,0,0,0,2.578852119,2.3581,334.3,0.625,1.63,1230,540.56,5743,4.553,0.853,36.7
FALSE POSITIVE,0,1,1,0,9.04189129,2.789,783.4,0.967,3.24,729,66.83,5237,4.572,0.826,34.5
CONFIRMED,0,0,0,0,30.22910274,6.6751,443.4,0.77,3.49,755,76.88,6325,4.188,1.518,71.7
FALSE POSITIVE,0,1,1,1,0.798200403,1.8261,396.8,1.193,24.03,2128,4875.01,6258,4.449,1.031,65.9
FALSE POSITIVE,0,1,0,0,3.479425638,3.4479,19550.0,0.612,12.86,1166,435.85,5907,4.519,0.878,123.3
FALSE POSITIVE,0,0,1,0,2.92878704,4.634,549.4,1.212,22.76,1239,556.77,5955,4.534,0.883,47.7
CONFIRMED,0,0,0,0,9.80321143,4.4617,813.4,0.663,2.99,896,152.12,6170,4.472,0.992,53.1
CONFIRMED,0,0,0,0,24.81097206,3.2245,2090.8,0.039,4.22,631,37.43,6086,4.511,0.921,123.9
CANDIDATE,0,0,0,0,7.136922,2.8005,221.6,0.072,1.38,956,197.05,6086,4.511,0.921,23.7
CONFIRMED,0,0,0,0,4.8538404,3.198,196.4,0.943,1.72,1052,288.7,5778,4.483,0.968,15.4
CONFIRMED,0,0,0,0,11.04605365,4.799,308.3,0.064,1.8,869,134.66,6093,4.429,1.025,24.3
FALSE POSITIVE,0,1,0,0,2.621706694,1.941,4572.0,1.279,34.68,1288,648.75,5749,4.436,0.881,24.3
CONFIRMED,0,0,0,0,3.72020708,1.892,156.9,0.341,0.99,954,195.7,5017,4.516,0.797,15.0
FALSE POSITIVE,0,1,0,0,12.264867364,4.7366,11311.0,0.818,28.29,1077,317.89,5372,3.81,2.344,560.2
CONFIRMED,0,0,0,0,8.689301216,2.563,1117.0,0.029,2.92,782,88.24,5211,4.447,0.895,70.9
CONFIRMED,0,0,0,0,20.99757968,2.454,1131.8,0.277,2.97,582,27.2,5211,4.447,0.895,44.7
FALSE POSITIVE,0,0,1,0,0.979442525,1.0348,469.3,0.388,1.64,1567,1420.01,5532,4.607,0.745,27.0
CONFIRMED,0,0,0,0,3.120828136,2.1878,16456.0,0.784,14.16,1303,680.79,6122,4.471,0.996,113.5
CONFIRMED,0,0,0,0,15.13590453,2.236,255.7,0.46,2.57,933,179.16,6050,4.137,1.572,19.8
FALSE POSITIVE,0,0,1,0,1.399326503,1.8305,206.4,0.009,1.0,1143,402.58,4502,4.572,0.728,22.7
CONFIRMED,0,0,0,0,1.937029968,1.4727,312.3,0.105,0.87,802,97.94,4042,4.761,0.49,42.8
CONFIRMED,0,0,0,0,7.06117322,1.0406,481.7,0.845,1.23,521,17.41,4042,4.761,0.49,27.2
CONFIRMED,0,0,0,0,20.55331441,5.3136,678.3,0.795,3.19,749,74.49,6325,4.409,1.112,40.6
CONFIRMED,0,0,0,0,40.0686713,5.8875,970.9,0.029,3.1,560,23.27,6026,4.411,0.992,62.0
CONFIRMED,0,0,0,0,114.73658,12.0355,4850.0,0.595,12.28,476,12.13,5597,3.963,1.699,230.6
CONFIRMED,0,0,0,0,191.239133,16.942,1061.2,0.876,6.47,401,6.14,5597,3.963,1.699,36.8
CANDIDATE,0,0,0,0,5.83393857,4.5813,134.4,0.398,1.98,1285,642.83,5597,3.963,1.699,17.6
FALSE POSITIVE,0,1,1,0,24.3282251,6.158,1120.6,1.7826,294.02,520,17.33,5286,4.59,0.78,26.4
CONFIRMED,0,0,0,0,10.41572666,2.7719,825.3,0.682,3.01,797,95.64,5511,4.426,0.987,69.3
CONFIRMED,0,0,0,0,14.97031664,5.884,290.5,0.352,2.53,883,143.33,5726,4.123,1.483,28.9
CONFIRMED,0,0,0,0,32.2753853,8.622,223.9,0.608,2.31,683,51.5,5726,4.123,1.483,17.9
CANDIDATE,0,0,0,0,6.33027476,3.67,89.2,0.3288,1.02,1046,283.31,5900,4.363,1.07,9.8
CONFIRMED,0,0,0,0,38.3262237,3.073,392.1,0.963,2.43,480,12.56,5229,4.441,0.903,15.0
CONFIRMED,0,0,0,0,4.04355245,1.965,416.2,0.984,1.75,613,33.34,3871,4.744,0.532,21.2
CANDIDATE,0,0,0,0,5.59728249,1.795,1407.3,0.473,3.28,930,176.53,5610,4.551,0.858,30.8
CONFIRMED,0,0,0,0,5.52418625,2.826,491.0,0.492,2.25,976,214.86,5334,4.372,1.004,20.7
CONFIRMED,0,0,0,0,8.77514782,3.176,351.9,0.504,1.91,837,115.84,5334,4.372,1.004,12.7
FALSE POSITIVE,0,1,0,0,10.12742274,1.2762,933.5,0.696,3.8,969,208.77,6392,4.399,1.162,19.5
FALSE POSITIVE,0,0,1,0,0.870693883,1.2137,438.5,0.832,2.09,1876,2923.54,5985,4.519,0.883,55.6
CONFIRMED,0,0,0,0,27.5071114,5.907,580.7,0.918,2.58,569,24.71,5783,4.539,0.88,30.7
CONFIRMED,0,0,0,0,5.1443645,2.703,310.7,0.031,1.55,923,171.63,5157,4.445,0.904,20.2
CONFIRMED,0,0,0,0,18.45848388,3.3703,535.3,0.832,2.5,632,37.81,5311,4.419,0.948,41.5
CONFIRMED,0,0,0,0,25.9421582,4.045,569.7,0.577,1.95,501,14.85,5167,4.585,0.796,31.6
CONFIRMED,0,0,0,0,21.06075303,5.2472,301.2,0.176,1.78,669,47.39,5706,4.382,1.034,54.4
CONFIRMED,0,0,0,0,13.08424286,3.0401,662.0,0.701,2.71,739,70.51,5511,4.426,0.987,51.2
CONFIRMED,0,0,0,0,2.684328541,2.69382,18136.0,0.076,12.73,1265,603.57,5561,4.411,0.956,2833.1
CANDIDATE,0,0,0,0,23.3397956,1.923,125.1,0.4757,1.23,653,43.02,5671,4.36,1.084,5.0
CONFIRMED,0,0,0,0,2.806243488,1.6271,599.6,0.043,1.41,771,83.53,4153,4.684,0.581,22.4
FALSE POSITIVE,0,0,1,0,2.27190723,5.383,149.0,0.719,1.12,1318,714.27,5788,4.506,0.856,36.8
FALSE POSITIVE,0,0,1,0,7.132351753,2.9674,744.1,1.206,49.34,1579,1466.12,7530,4.08,1.93,91.2
CONFIRMED,0,0,0,0,6.53194024,3.3351,771.9,0.83,3.09,907,159.66,5301,4.391,0.977,39.6
CONFIRMED,0,0,0,0,51.3011844,5.359,498.9,0.003,2.07,492,13.86,6032,4.508,0.929,19.6
FALSE POSITIVE,0,1,0,0,1.097211085,1.6738,38946.0,1.145,16.07,740,71.01,3638,4.813,0.443,83.5
CONFIRMED,0,0,0,0,0.938466959,1.3015,217.4,0.054,1.58,1876,2919.17,5499,4.323,1.087,54.4
CANDIDATE,0,0,0,0,51.3901452,5.995,494.0,0.946,3.62,570,24.98,6074,4.284,1.292,15.4
CONFIRMED,0,0,0,0,3.217518511,2.11481,14319.0,0.638,11.38,1185,464.73,5720,4.473,0.903,1287.4
CONFIRMED,0,0,0,0,4.66271902,2.757,1630.6,0.485,3.86,1039,274.98,5729,4.514,0.939,28.2
CONFIRMED,0,0,0,0,11.8150174,2.834,1003.0,0.875,3.48,762,79.66,5729,4.514,0.939,10.5
CONFIRMED,0,0,0,0,7.834433676,2.89,2018.1,0.714,3.47,689,53.33,4920,4.62,0.72,246.6
CONFIRMED,0,0,0,0,3.005156911,2.0747,691.6,0.844,2.2,949,191.27,4920,4.62,0.72,115.1
CONFIRMED,0,0,0,0,33.3856176,5.0361,553.2,0.562,2.48,580,26.73,5833,4.407,1.022,37.1
FALSE POSITIVE,0,0,1,1,8.48039789,6.249,259.7,0.486,1.71,866,132.85,5401,4.364,1.05,22.7
FALSE POSITIVE,0,0,1,0,1.333395306,1.188,114.5,0.151,0.86,1390,880.53,5199,4.527,0.811,11.5
CONFIRMED,0,0,0,0,7.71467686,4.5871,233.9,0.899,4.65,1622,1636.72,6900,3.843,2.599,33.3
CONFIRMED,0,0,0,0,4.4444826,3.686,163.0,0.941,1.71,1217,518.45,6240,4.426,1.079,18.0
FALSE POSITIVE,0,1,1,1,21.3781146,19.359,556.1,0.906,3.18,727,65.94,6218,4.417,1.131,35.4
CONFIRMED,0,0,0,0,29.5422566,13.902,879.9,0.959,3.15,515,16.56,5510,4.572,0.803,39.5
CONFIRMED,0,0,0,0,144.551628,16.599,1035.2,0.887,3.06,303,1.99,5510,4.572,0.803,27.1
CANDIDATE,0,0,0,0,186.4361811,5.774,4347.0,0.921,11.32,353,3.66,5393,4.132,1.37,66.5
CONFIRMED,0,0,0,0,8.04727721,5.159,486.0,0.937,2.33,855,126.56,5840,4.553,0.849,36.1
CONFIRMED,0,0,0,0,5.87063416,2.5736,505.6,0.642,1.44,616,33.99,4166,4.66,0.612,23.2
CONFIRMED,0,0,0,0,15.358767771,4.1223,14638.0,0.487,10.89,662,45.46,5422,4.484,0.887,812.6
CONFIRMED,0,0,0,0,29.5390897,4.139,403.3,0.213,2.51,714,61.49,6572,4.365,1.238,18.8
CANDIDATE,0,0,0,0,35.6364022,4.888,452.6,0.654,1.99,537,19.62,5926,4.532,0.887,15.7
FALSE POSITIVE,0,1,0,0,0.94773253,1.7645,11306.0,1.186,45.58,2321,6862.81,6302,4.183,1.269,103.9
FALSE POSITIVE,0,1,0,0,0.784031658,0.7948,352.2,0.102,1.55,1705,1995.65,5435,4.578,0.824,28.2
CANDIDATE,0,0,0,0,8.98128472,5.0397,4924.0,0.294,7.19,898,153.36,5977,4.473,1.022,76.6
CONFIRMED,0,0,0,0,13.07141889,3.0946,251.1,0.751,2.47,964,203.87,6122,4.173,1.439,32.0
FALSE POSITIVE,0,1,0,0,0.692015479,1.1315,4518.1,1.267,19.31,1057,294.34,3752,4.747,0.497,163.4
FALSE POSITIVE,0,1,1,1,17.0421346,7.507,3616.7,0.784,5.14,594,29.47,5367,4.59,0.773,108.9
FALSE POSITIVE,0,1,0,0,7.94671044,2.8419,6084.4,1.255,27.43,673,48.5,4859,4.626,0.702,165.3
FALSE POSITIVE,0,1,1,1,3.74781242,5.241,5367.0,1.258,38.04,1172,446.47,5780,4.438,1.0,44.8
CANDIDATE,0,0,0,0,192.667139,5.443,1148.3,0.911,3.64,283,1.52,5401,4.487,0.878,26.0
CONFIRMED,0,0,0,0,3.989544192,1.591,190.0,0.085,0.93,903,157.1,5229,4.643,0.688,26.2
CONFIRMED,0,0,0,0,17.9776037,4.605,213.9,0.721,1.58,752,75.61,6296,4.46,1.006,23.3
CONFIRMED,0,0,0,0,11.8693144,4.653,101.9,0.73,1.09,864,131.58,6296,4.46,1.006,13.9
CONFIRMED,0,0,0,0,12.98494603,3.4497,257.2,0.046,1.64,818,105.74,5948,4.384,1.025,38.4
FALSE POSITIVE,0,1,0,0,7.300735516,5.78725,13052.0,0.446,13.32,1086,328.98,6434,4.394,1.138,1640.0
CONFIRMED,0,0,0,0,19.17893976,5.144,752.8,0.004,2.4,640,39.65,5767,4.538,0.881,34.3
CONFIRMED,0,0,0,0,6.99130452,2.1568,555.4,0.74,1.95,716,62.05,4847,4.606,0.761,36.3
CANDIDATE,0,0,0,0,52.971584,3.4632,3882.6,1.259,29.02,402,6.19,5204,4.55,0.789,51.4
CONFIRMED,0,0,0,0,3.517494725,1.5639,532.8,0.742,1.42,704,58.08,4132,4.699,0.564,52.6
CONFIRMED,0,0,0,0,6.93365167,4.608,119.6,0.904,1.7,1104,351.27,5861,4.212,1.304,20.1
CANDIDATE,0,0,0,0,5.91393977,0.7948,84.0,0.0896,1.07,1112,361.0,6194,4.415,1.129,5.0
CONFIRMED,0,0,0,0,61.0373591,8.378,437.5,0.071,3.38,610,32.74,6309,4.154,1.614,40.2
CONFIRMED,0,0,0,0,33.8677783,3.72,894.8,0.787,2.31,394,5.69,4564,4.593,0.691,23.8
CANDIDATE,0,0,0,0,14.62399621,2.193,1082.0,1.209,21.92,681,50.91,5753,4.57,0.815,25.0
FALSE POSITIVE,0,1,0,0,551.22396,11.5521,22772.0,0.447,33.63,281,1.47,6340,3.833,2.173,1171.2
FALSE POSITIVE,0,0,1,1,2.113202658,3.5234,2104.8,1.7826,207.71,1281,635.47,5482,4.502,0.858,97.2
CANDIDATE,0,0,0,0,9.771462706,1.767,6933.2,0.946,10.15,799,96.39,5812,4.551,0.853,215.0
CANDIDATE,0,0,0,0,281.5628889,8.853,21012.0,0.003,10.83,214,0.49,4810,4.536,0.776,237.1
FALSE POSITIVE,0,1,1,1,1.157808038,3.6705,866.7,1.203,22.9,1579,1472.38,5566,4.532,0.886,78.8
FALSE POSITIVE,0,1,1,1,6.14281498,4.624,122.0,0.67,1.82,1355,796.26,6495,4.128,1.554,36.0
CONFIRMED,0,0,0,0,5.69919592,2.3906,159.4,0.007,1.16,964,204.18,5646,4.493,0.932,35.3
CONFIRMED,0,0,0,0,18.11473813,5.2706,241.5,0.896,2.49,830,112.43,6109,4.247,1.36,51.3
CONFIRMED,0,0,0,0,6.24145791,3.0998,163.7,0.029,1.6,1111,360.09,5810,4.25,1.259,30.8
CONFIRMED,0,0,0,0,20.4222447,6.22,189.3,0.059,1.78,785,89.74,6119,4.274,1.299,34.7
CONFIRMED,0,0,0,0,8.72585478,4.473,446.7,0.911,2.86,985,222.19,6036,4.326,1.131,37.7
CONFIRMED,0,0,0,0,12.88291395,5.676,460.5,0.962,3.15,865,132.23,6036,4.326,1.131,33.6
CONFIRMED,0,0,0,0,27.4345973,5.038,472.6,0.603,2.56,672,48.29,6036,4.326,1.131,25.3
CONFIRMED,0,0,0,0,4.22453631,3.128,159.1,0.823,1.6,1254,584.24,6036,4.326,1.131,16.7
CONFIRMED,0,0,0,0,44.5520266,6.0,362.1,0.689,2.29,572,25.3,6036,4.326,1.131,16.7
CONFIRMED,0,0,0,0,52.069002,3.0089,558.3,0.275,2.92,524,17.76,5565,4.251,1.246,25.6
CONFIRMED,0,0,0,0,2.418406841,2.0744,665.4,0.018,2.25,1226,535.84,5422,4.484,0.887,69.1
FALSE POSITIVE,0,0,1,1,5.0825188,3.328,105.0,0.522,0.88,968,207.45,5706,4.561,0.834,17.1
CANDIDATE,0,0,0,0,6.93910337,2.977,614.7,0.966,1.41,445,9.28,3638,4.813,0.443,22.9
CONFIRMED,0,0,0,0,9.11500269,4.558,268.3,0.675,1.78,906,159.34,5962,4.431,1.028,21.7
FALSE POSITIVE,0,0,1,1,8.48031942,7.297,1426.7,0.918,4.54,918,168.01,5951,4.439,0.991,92.8
CONFIRMED,0,0,0,0,13.7223682,5.1231,571.1,0.009,2.23,746,73.16,5637,4.399,0.943,97.9
FALSE POSITIVE,0,1,1,0,3.582076914,4.4228,1534.4,0.966,5.33,1265,604.27,6109,4.422,0.993,138.4
CONFIRMED,0,0,0,0,15.43400996,4.2572,1785.9,0.707,4.3,721,63.79,5900,4.509,0.951,59.7
FALSE POSITIVE,0,0,1,1,1.780984316,2.173,590.9,0.782,2.33,1397,899.03,5730,4.545,0.87,46.0
CONFIRMED,0,0,0,0,7.63846084,3.957,71.7,0.405,1.12,1089,333.3,6119,4.274,1.299,16.6
CONFIRMED,0,0,0,0,70.6981724,6.632,357.7,0.026,1.63,417,7.11,5811,4.536,0.866,37.7
CONFIRMED,0,0,0,0,3.74443645,2.9191,73.3,0.169,1.1,1328,736.89,5876,4.269,1.293,25.4
CANDIDATE,0,0,0,0,10.19154678,6.165,61.3,0.659,1.39,1144,404.17,6212,4.049,1.684,27.6
FALSE POSITIVE,0,1,0,0,10.581581895,6.66929,112640.0,0.202,53.19,1098,342.98,6168,4.074,1.567,1241.4
FALSE POSITIVE,0,1,0,0,2.819453322,4.4127,71867.0,0.532,29.8,1357,803.4,5767,4.33,1.074,202.0
CANDIDATE,0,0,0,0,12.89006728,3.555,602.5,0.082,1.93,620,34.99,4915,4.512,0.812,23.6
CANDIDATE,0,0,0,0,23.210509958,3.09802,28737.0,0.954,21.19,595,29.69,5875,4.572,0.809,958.7
CONFIRMED,0,0,0,0,2.35574505,1.796,266.9,0.5,1.34,1093,338.4,4915,4.512,0.812,17.0
CANDIDATE,0,0,0,0,4.74666128,2.093,256.8,0.441,1.3,865,132.4,4915,4.512,0.812,12.5
CONFIRMED,0,0,0,0,19.65639342,3.226,843.2,0.955,2.83,549,21.5,5288,4.613,0.74,25.5
FALSE POSITIVE,0,1,0,0,62.81584402,2.6901,1688.4,1.31,57.62,582,27.14,6340,4.23,1.492,54.6
CONFIRMED,0,0,0,0,70.468171,6.653,922.4,0.031,3.46,511,16.17,6461,4.396,1.131,45.0
CONFIRMED,0,0,0,0,3.93246069,2.1763,455.5,0.416,1.65,894,151.31,4841,4.533,0.779,30.6
CONFIRMED,0,0,0,0,0.921030497,2.6077,101.5,0.025,1.62,2362,7380.64,5843,4.069,1.615,27.0
CONFIRMED,0,0,0,0,5.960400011,2.8617,828.3,0.8,2.85,890,148.26,5418,4.534,0.886,126.1
CONFIRMED,0,0,0,0,85.3514875,6.7504,4674.7,0.052,6.31,390,5.44,5584,4.478,0.938,142.8
CANDIDATE,0,0,0,0,23.02028478,3.544,5077.8,0.794,7.58,604,31.4,5613,4.496,0.956,97.2
CONFIRMED,0,0,0,0,69.72646639,3.7177,4491.2,0.019,11.65,613,33.3,6430,4.107,1.731,300.7
CONFIRMED,0,0,0,0,1.609321941,1.6067,728.5,0.016,1.57,958,199.28,4224,4.662,0.603,35.3
CONFIRMED,0,0,0,0,9.51220046,2.9497,1169.4,0.133,1.99,530,18.66,4224,4.662,0.603,31.9
CONFIRMED,0,0,0,0,4.72941177,2.234,434.3,0.236,1.22,669,47.3,4224,4.662,0.603,14.6
CONFIRMED,0,0,0,0,4.887803076,2.36255,4315.8,0.054,4.82,800,96.67,4778,4.591,0.763,862.3
CONFIRMED,0,0,0,0,4.437962934,4.69813,16388.0,0.069,18.05,1338,757.65,5953,4.175,1.415,3535.6
CONFIRMED,0,0,0,0,20.74028645,10.3939,1023.3,0.431,4.24,798,95.68,6226,4.264,1.299,155.3
FALSE POSITIVE,0,1,0,0,1.207852845,3.5802,49720.0,1.113,38.59,1539,1331.31,5601,4.533,0.797,205.9
FALSE POSITIVE,0,1,0,0,2.379282197,3.1729,48434.0,0.003,25.74,1571,1442.19,6392,4.399,1.162,538.0
FALSE POSITIVE,0,0,1,0,26.0692512,7.487,831.5,1.206,23.61,591,28.85,5585,4.409,0.91,59.7
CONFIRMED,0,0,0,0,9.69501146,2.75,515.2,0.293,2.08,833,114.06,5896,4.516,0.914,18.3
CONFIRMED,0,0,0,0,15.3825394,3.815,550.5,0.015,2.14,714,61.61,5896,4.516,0.914,18.4
FALSE POSITIVE,0,0,1,0,1.818939148,1.644,331.2,0.56,1.82,1549,1364.15,6153,4.487,0.962,39.3
CONFIRMED,0,0,0,0,40.1097817,5.2096,732.0,0.016,3.11,556,22.65,5509,4.265,1.169,40.3
CANDIDATE,0,0,0,0,0.708621057,1.5041,187.5,0.033,1.2,1846,2741.07,5422,4.484,0.887,30.5
CONFIRMED,0,0,0,0,2.46106962,2.184,84.2,0.575,0.84,1195,483.09,5418,4.534,0.886,18.0
FALSE POSITIVE,0,1,0,0,3.403743926,1.5017,815.9,1.075,10.77,1101,346.98,5596,4.533,0.853,59.5
CONFIRMED,0,0,0,0,8.03753796,2.9118,286.5,0.821,1.54,744,72.44,5044,4.511,0.804,31.1
FALSE POSITIVE,0,1,0,0,2.43902575,1.1598,82.5,0.483,2.61,2307,6700.04,6546,3.817,2.784,20.5
CONFIRMED,0,0,0,0,56.3587987,6.927,2559.6,0.906,5.04,419,7.29,5446,4.525,0.821,44.4
CONFIRMED,0,0,0,0,242.467406,12.808,340.3,0.173,1.73,286,1.59,5637,4.399,0.943,23.2
CANDIDATE,0,0,0,0,169.4976085,7.77,12192.0,0.625,9.06,272,1.29,5270,4.592,0.787,82.8
CONFIRMED,0,0,0,0,76.13622222,7.9393,2949.5,0.044,4.78,399,6.01,5591,4.494,0.892,339.4
FALSE POSITIVE,0,0,1,0,4.9883872,9.142,638.2,0.939,2.59,990,227.27,5819,4.565,0.823,52.9
FALSE POSITIVE,0,1,0,0,2.586878667,6.1614,25480.0,0.651,19.84,1666,1823.52,6812,4.343,1.172,261.3
FALSE POSITIVE,0,1,0,0,3.964333304,4.7136,25886.0,0.094,37.09,1680,1881.78,5758,3.808,2.318,408.5
FALSE POSITIVE,0,1,0,0,1.525924389,3.15998,24627.0,1.217,49.86,1722,2072.8,6203,4.427,1.06,423.9
FALSE POSITIVE,0,1,0,0,5.910371418,3.88962,17219.0,0.065,12.62,1053,290.83,6200,4.488,0.958,990.3
CANDIDATE,0,0,0,0,0.917568975,2.0654,15805.0,0.667,11.92,1748,2197.57,5713,4.541,0.893,128.1
CONFIRMED,0,0,0,0,5.92365747,2.6302,406.5,0.045,0.99,531,18.87,3883,4.762,0.496,26.4
CONFIRMED,0,0,0,0,105.3582299,3.81,1210.2,0.75,1.87,204,0.41,3883,4.762,0.496,22.6
CONFIRMED,0,0,0,0,3.24325988,3.03318,16451.0,0.117,12.91,1243,563.17,5823,4.438,1.013,1586.2
CANDIDATE,0,0,0,0,7.79668781,4.6699,361.3,0.005,2.44,1116,366.42,6521,4.352,1.276,48.5
CONFIRMED,0,0,0,0,56.4758069,5.961,1091.8,0.862,3.22,417,7.14,5497,4.57,0.839,70.0
CONFIRMED,0,0,0,0,92.8747294,7.474,658.8,0.917,2.64,353,3.68,5497,4.57,0.839,37.9
CONFIRMED,0,0,0,0,1.538180949,1.2635,841.0,0.932,1.0,602,30.85,3638,4.813,0.443,47.7
CONFIRMED,0,0,0,0,10.4188915,3.0069,670.0,0.856,3.17,855,126.48,5692,4.36,1.064,42.1
CONFIRMED,0,0,0,0,20.4998763,6.501,437.8,0.943,2.8,731,67.67,6249,4.428,1.076,21.1
CONFIRMED,0,0,0,0,1.921437488,1.9046,278.7,0.919,1.77,1276,626.79,5238,4.472,0.851,56.7
CONFIRMED,0,0,0,0,96.109323,9.877,982.3,0.948,4.01,409,6.59,5792,4.375,1.005,28.7
CONFIRMED,0,0,0,0,20.38174802,3.7922,1597.1,0.295,3.16,528,18.36,4883,4.515,0.808,46.8
CANDIDATE,0,0,0,0,7.00447892,2.669,231.4,0.139,1.19,754,76.26,4883,4.515,0.808,9.9
CONFIRMED,0,0,0,0,5.101375725,2.595,894.6,0.027,2.84,1050,287.28,5869,4.479,0.954,55.1
FALSE POSITIVE,0,1,1,1,17.7940049,4.091,879.4,1.7826,312.48,762,79.54,6273,4.442,1.044,27.7
FALSE POSITIVE,0,0,1,0,3.47021401,2.289,1105.2,0.076,2.4,933,179.02,4922,4.555,0.744,8.3
CANDIDATE,0,0,0,0,30.69395532,2.9512,18121.0,0.003,13.72,614,33.69,6137,4.46,1.018,196.6
FALSE POSITIVE,0,1,0,0,2.139325409,2.8056,6897.8,1.019,11.61,1007,243.34,4765,4.642,0.666,164.4
CANDIDATE,0,0,0,0,29.481061268,3.6636,11871.0,0.983,16.61,571,25.1,5631,4.41,0.901,332.0
CONFIRMED,0,0,0,0,551.22396,24.42,1743.4,0.712,5.8,264,1.15,6226,4.264,1.299,78.6
FALSE POSITIVE,0,1,1,0,2.233799622,3.04,2658.5,1.249,28.63,1287,650.73,5741,4.555,0.846,228.9
FALSE POSITIVE,0,1,1,0,31.13862664,5.2482,11427.0,0.889,12.88,582,27.22,5919,4.485,1.0,163.7
CONFIRMED,0,0,0,0,13.93068791,2.312,186.5,0.912,1.4,665,46.19,5497,4.57,0.839,14.9
CONFIRMED,0,0,0,0,20.4074846,8.839,363.4,0.986,2.9,660,44.8,5823,4.472,0.972,24.5
FALSE POSITIVE,0,1,1,0,12.36564669,3.644,388.4,1.22,24.89,804,98.51,6075,4.495,0.952,22.8
CONFIRMED,0,0,0,0,10.35078415,6.253,273.1,0.79,1.97,842,119.01,5534,4.338,1.08,36.5
CONFIRMED,0,0,0,0,62.9224936,11.64,417.8,0.928,2.75,462,10.73,5534,4.338,1.08,28.7
CANDIDATE,0,0,0,0,32.7737631,3.416,564.5,0.971,5.0,686,52.22,5640,4.076,1.534,21.7
CONFIRMED,0,0,0,0,38.6520796,5.607,566.5,0.038,2.07,487,13.28,5422,4.484,0.887,24.8
CONFIRMED,0,0,0,0,14.20442616,3.898,800.6,0.011,1.9,602,31.1,5350,4.647,0.678,26.7
CONFIRMED,0,0,0,0,55.673582,3.778,765.1,0.274,2.19,384,5.16,4998,4.53,0.808,22.7
CONFIRMED,0,0,0,0,6.82778157,2.3726,545.8,0.336,1.34,577,26.31,4198,4.689,0.574,32.2
FALSE POSITIVE,0,1,1,1,0.687895191,2.4233,462.5,0.018,1.35,1391,888.72,4478,4.615,0.651,60.9
CONFIRMED,0,0,0,0,127.2824442,7.1545,8088.6,0.827,12.04,392,5.61,5733,4.281,1.183,148.1
CONFIRMED,0,0,0,0,10.06083238,4.5718,460.2,0.672,2.58,899,154.16,5705,4.297,1.14,86.4
CONFIRMED,0,0,0,0,30.1837021,5.879,974.9,0.011,3.65,634,38.2,5733,4.281,1.183,37.9
FALSE POSITIVE,0,0,1,1,2.92928244,6.794,268.6,1.14,38.42,2112,4706.45,6634,3.831,2.251,39.2
CANDIDATE,0,0,0,0,77.63424586,4.1002,16612.0,0.113,9.4,325,2.65,4812,4.548,0.755,185.5
CONFIRMED,0,0,0,0,52.75878505,6.6517,5805.8,0.344,8.76,540,20.08,6228,4.413,1.137,265.4
FALSE POSITIVE,0,1,1,1,1.332564478,6.0325,1071.5,1.248,27.04,1618,1627.5,5995,4.536,0.878,119.6
FALSE POSITIVE,0,1,1,1,41.0772969,5.525,1216.8,0.03,3.25,523,17.74,5665,4.381,0.938,28.8
FALSE POSITIVE,0,1,0,0,135.9121619,5.628,10188.0,1.256,40.18,370,4.41,6141,4.468,0.959,99.5
CONFIRMED,0,0,0,0,42.4729078,7.253,334.0,0.361,2.03,539,19.93,5616,4.327,1.111,22.8
CONFIRMED,0,0,0,0,15.17026921,4.3311,224.8,0.917,2.47,905,158.23,6297,4.26,1.369,45.4
